id,category_name_th,resource,sub_category,unit,ef_value,ref_source
06caf940-eecd-4f71-9712-3c3b950c8282,Category 1 การซื้อวัตถุดิบ และบริการ,ลำไยในฤดู,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.6027,
984077e6-43b1-4f68-9f23-29a5710af739,Category 1 การซื้อวัตถุดิบ และบริการ,ลิ้นจี่,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,1.2014,
1cddd73e-dfdf-43aa-8321-e8078907fb9e,Category 1 การซื้อวัตถุดิบ และบริการ,สตรอเบอรี่,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.6323,
3b48556f-0d20-4b99-9323-1b8ceb0a90e4,Category 1 การซื้อวัตถุดิบ และบริการ,สับปะรดผลสด,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.125,
1fab5004-dd68-4db9-b8ae-421fa27a106a,Category 1 การซื้อวัตถุดิบ และบริการ,สับปะรดโรงงาน,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.3277,
97c15c0c-2009-46bd-9ba5-2b82318b4901,Category 1 การซื้อวัตถุดิบ และบริการ,สุกรขุนชำแหละ,กลุ่มปศุสัตว์,kg,3.9027,
539ab31d-fc7c-4d9d-9916-4e61fc005288,Category 1 การซื้อวัตถุดิบ และบริการ,สุกรขุนชำแหละอื่นๆ,กลุ่มปศุสัตว์,kg,3.9027,
a78bfaea-2f95-4e4a-baed-8249a19c89cc,Category 1 การซื้อวัตถุดิบ และบริการ,สุกรขุนมีชีวิต,กลุ่มปศุสัตว์,kg,3.1826,
63f839a3-7b47-4452-987c-7c519968ada0,Category 1 การซื้อวัตถุดิบ และบริการ,ส้มเขียวหวาน,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.7289,
994e489f-164f-4c20-828a-8d29f0848f15,Category 1 การซื้อวัตถุดิบ และบริการ,ส้มโอ,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.2547,
17a718c6-5bc4-4f75-9edd-5f1372c7f194,Category 1 การซื้อวัตถุดิบ และบริการ,หญ้ากินนีสดอินทรีย์,กลุ่มอาหารสัตว์,kg,0.0018,
b668f1ab-0f7b-4d47-8713-9d3e578bb851,Category 1 การซื้อวัตถุดิบ และบริการ,หญ้ารูซี่สดอินทรีย์,กลุ่มอาหารสัตว์,kg,0.0045,
1d3fcb9e-15e6-401a-917b-6d7f88653bc0,Category 1 การซื้อวัตถุดิบ และบริการ,หญ้าเนเปียร์สดอินทรีย์,กลุ่มอาหารสัตว์,kg,0.0014,
8cd20c7d-abed-4ba8-bf62-3aca8b29956a,Category 1 การซื้อวัตถุดิบ และบริการ,หญ้าแพงโกล่าสดอินทรีย์,กลุ่มอาหารสัตว์,kg,0.0034,
9c637200-3ff4-4e69-bbfd-412961ecbf39,Category 1 การซื้อวัตถุดิบ และบริการ,หนังโคสด,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,kg,13.4269,
6e651567-fce2-4632-afa4-46721d57ee91,Category 1 การซื้อวัตถุดิบ และบริการ,หน่อไม้,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,1.0758,
e46a569f-4526-4ff2-88f6-d6c0d54166b8,Category 1 การซื้อวัตถุดิบ และบริการ,หอมหัวใหญ่,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.3441,
10de1861-ca65-4ab8-84b7-8a39df815eca,Category 1 การซื้อวัตถุดิบ และบริการ,หอมแดง,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.4207,
92938fb1-229b-4c99-a4e7-71d3856865df,Category 1 การซื้อวัตถุดิบ และบริการ,หอยหลอด,กลุ่มปศุสัตว์,kg,0.6507,
6b1babab-e65a-43d7-8f62-96f39dff75e1,Category 1 การซื้อวัตถุดิบ และบริการ,อาหารสุกรขุน,กลุ่มอาหารสัตว์,kg,0.8659,
b6dd9d8d-bd28-494f-a67c-54bc9401797a,Category 1 การซื้อวัตถุดิบ และบริการ,อาหารไก่เนื้อที่มีโปรตีนจากเนื้อสัตว์เป็นองค์ประกอบ,กลุ่มอาหารสัตว์,kg,0.8132,
60072847-b2ec-435a-9c83-5aa8656de1af,Category 1 การซื้อวัตถุดิบ และบริการ,อาหารไก่เนื้อที่ไม่มีโปรตีนจากเนื้อสัตว์เป็นองค์ประกอบ,กลุ่มอาหารสัตว์,kg,0.9183,
2d25edc0-570c-456e-9290-0458c89d887f,Category 1 การซื้อวัตถุดิบ และบริการ,อาหารไก่ไข่,กลุ่มอาหารสัตว์,kg,0.7083,
2404ed5f-fe46-4d48-9060-7b9d1c0612e9,Category 1 การซื้อวัตถุดิบ และบริการ,อ้อยคั้นน้ำ,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.0622,
a15a5945-5ac9-400a-8394-80713a82376f,Category 1 การซื้อวัตถุดิบ และบริการ,อ้อยโรงงาน,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.025,
0b36f3d2-5743-43b8-ba72-62bfa10b8425,Category 1 การซื้อวัตถุดิบ และบริการ,เกลือทะเล,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,kg,0.0056,
58b747b6-2f1e-4235-b829-e7a278267f07,Category 1 การซื้อวัตถุดิบ และบริการ,เกลือสินเธาว์แบบตากลานดิน,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,kg,0.0051,
66dc9bfc-917f-407b-b3d0-f308bf43172a,Category 1 การซื้อวัตถุดิบ และบริการ,เกสรผึ้ง,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,kg,1.451,
05fe1979-b797-47be-beee-278f0de793d6,Category 1 การซื้อวัตถุดิบ และบริการ,เงาะ,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.203,
c59472eb-3da5-498c-9ae2-c066c8f82815,Category 1 การซื้อวัตถุดิบ และบริการ,เนื้อโคชำแหละ,กลุ่มปศุสัตว์,kg,13.4269,
cd392ab3-7b47-49aa-b266-6350bc9d9940,Category 1 การซื้อวัตถุดิบ และบริการ,เนื้อโคชำแหละอื่นๆ,กลุ่มปศุสัตว์,kg,13.4269,
19ceb017-fc10-46e2-9b49-2f7ec017a747,Category 1 การซื้อวัตถุดิบ และบริการ,เป็ดเนื้อ,กลุ่มปศุสัตว์,kg,5.1068,
efd43d8d-a188-4ebc-928c-d536289fd9d9,Category 1 การซื้อวัตถุดิบ และบริการ,เมล็ดข้าวโพดเลี้ยงสัตว์,กลุ่มอาหารสัตว์,kg,0.3235,
5713d633-bad6-4686-9a0f-b93a50b95246,Category 1 การซื้อวัตถุดิบ และบริการ,เมล็ดข้าวโพดเลี้ยงสัตว์,กลุ่มอาหารสัตว์,kg,0.2827,
faed5f88-5a18-44ae-9eba-e22885545e36,Category 1 การซื้อวัตถุดิบ และบริการ,เมล็ดในปาล์มค่าเฉลี่ยประเทศไทย,ปาล์มน้ำมัน,kg,0.6167,
7a84bdcf-8a21-4db9-b3c3-c6d04ea9c154,Category 1 การซื้อวัตถุดิบ และบริการ,เยื่อกระดาษชนิดฟอกขาวจากชานอ้อย,กลุ่มเยื่อและกระดาษ,kg,4.3925,
72f232dd-1595-40da-8463-6ca10fc0b164,Category 1 การซื้อวัตถุดิบ และบริการ,เยื่อกระดาษชนิดฟอกขาวจากยูคาลิปตัส,กลุ่มเยื่อและกระดาษ,kg,0.6677,
7dd7be3c-e0c9-4d13-854e-c959bf9721a1,Category 1 การซื้อวัตถุดิบ และบริการ,เยื่อกึ่งเคมี,กลุ่มเยื่อและกระดาษ,kg,0.2994,
ec1ffb39-d5e7-4a1d-83c1-b8cc444eb05e,Category 1 การซื้อวัตถุดิบ และบริการ,เศษปลาจากซูริมิ,กลุ่มอาหารสัตว์,kg,0.2071,
fab955ab-ab3b-4c75-bcc5-8e85c7f452c9,Category 1 การซื้อวัตถุดิบ และบริการ,เศษปลาจากทูน่า,กลุ่มอาหารสัตว์,kg,1.2702,
cdc47cf3-c974-41dc-9601-cc02855ff075,Category 1 การซื้อวัตถุดิบ และบริการ,เศษยาง,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),kg,0.0364,
4691b445-14c0-48dc-9f0c-042a00d2f9df,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายปอกระเจา,สิ่งทอ,Kg,0.5161,
4b661e3e-2aea-4238-b5d3-5c413ff7bdaa,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายฝ้าย,สิ่งทอ,kg,11.9,
bc1f78df-31b8-4367-8cc4-5fb7372765e9,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายฝ้าย,สิ่งทอ,kg,12.0474,
e83482bf-5237-4d78-a10c-363ec504e2fa,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายฝ้ายสาง,สิ่งทอ,kg,8.0419,
4e60c51e-9695-4cf7-b597-c152a961b03e,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายฝ้ายหวี,สิ่งทอ,kg,8.7658,
371a6416-7abe-4205-a7cc-dd5243e34264,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายโพลิเอสเทอร์,สิ่งทอ,kg,4.13,
5668db9c-a723-4646-ac62-e2b332cbe792,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นใยขนแกะ,สิ่งทอ,kg,41.3,
d54ee817-6707-424d-9e46-056466708a01,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นใยเรยอนใยสั้น,สิ่งทอ,kg,7.28,
324dc325-3fb4-435a-8d8a-3644a0d24f32,Category 1 การซื้อวัตถุดิบ และบริการ,เห็ดฟาง,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.3036,
efa022e3-e88e-4efe-8c6d-bbac2e204cbc,Category 1 การซื้อวัตถุดิบ และบริการ,แครอท,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.2637,
7b1b6727-4017-495d-9366-b8a25a62279c,Category 1 การซื้อวัตถุดิบ และบริการ,แตงกวา,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.3438,
e7371b37-4a68-4f54-af5b-972080cbb424,Category 1 การซื้อวัตถุดิบ และบริการ,แตงโม,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.5224,
5d63327b-b911-45b3-895e-5771738e2943,Category 1 การซื้อวัตถุดิบ และบริการ,แร่ธาตุพรีมิกซ์,กลุ่มอาหารสัตว์,kg,0.1748,
7173ae5d-3a2a-427c-88de-3947a1a0d878,Category 1 การซื้อวัตถุดิบ และบริการ,แร่ธาตุและวิตามินพรีมิกซ์,กลุ่มอาหารสัตว์,kg,1.7246,
c6443327-1324-4257-acf4-277b074a8c39,Category 1 การซื้อวัตถุดิบ และบริการ,ใบมะกรูด,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.4912,
e63b274f-10ee-4df7-8be9-a749e82daca5,Category 1 การซื้อวัตถุดิบ และบริการ,ใบโหระพา,กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.0443,
bf54df7e-bd06-4827-ab4e-321200096b7f,Category 1 การซื้อวัตถุดิบ และบริการ,ไก่สดชำแหละ,กลุ่มปศุสัตว์,kg,4.8449,
8b8899c3-30be-404a-8430-12560c7c1bf9,Category 1 การซื้อวัตถุดิบ และบริการ,ไก่สดชำแหละอื่นๆ,กลุ่มปศุสัตว์,kg,4.8449,
10f2f767-50a4-4a41-8806-66fda0019727,Category 1 การซื้อวัตถุดิบ และบริการ,ไก่สดทั้งตัว,กลุ่มปศุสัตว์,kg,4.7638,
ead3eac5-235c-4999-af46-374cee0b3cf3,Category 1 การซื้อวัตถุดิบ และบริการ,ไก่เนื้อมีชีวิตจากฟาร์ม,กลุ่มปศุสัตว์,kg,3.2654,
589ea3a3-8193-4d33-840b-d841eb01c609,Category 1 การซื้อวัตถุดิบ และบริการ,ไก่เนื้อมีชีวิตจากฟาร์มที่เลี้ยงโดยใช้อาหารที่ไม่มีโปรตีนจากเนื้อสัตว์เป็นองค์ประกอบ,กลุ่มปศุสัตว์,kg,2.6899,
95e9b618-aeb0-45ef-a809-971bb441d000,Category 1 การซื้อวัตถุดิบ และบริการ,ไขผึ้ง,กลุ่มผลิตภัณฑ์ที่ได้จากสัตว์และกลุ่มผลิตภัณฑ์ทางการเกษตร,kg,1.4564,
ea31b94e-962a-4884-a826-33de02bec94a,Category 1 การซื้อวัตถุดิบ และบริการ,ไข่ไก่,กลุ่มปศุสัตว์,kg,8.4761,
17f4599c-eeb4-4a01-916b-2ce641581b47,Category 1 การซื้อวัตถุดิบ และบริการ,ไข่ไหม,กลุ่มไหมหัตถกรรม (Sericulture),p (แผ่น),7.8905,
17d6b541-17dd-472f-9ecc-85d96ec53736,Category 1 การซื้อวัตถุดิบ และบริการ,ไบโอดีเซลค่าเฉลี่ยประเทศไทย,ปาล์มน้ำมัน,kg,1.3571,
4bd3df6a-01dd-4de5-8b93-9918500fa8c3,Category 1 การซื้อวัตถุดิบ และบริการ,ไม้ยางพาราท่อนสด,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),kg,0.0471,
81abdd8a-44d3-42f8-8439-d55c3f2ea57c,Category 1 การซื้อวัตถุดิบ และบริการ,ไม้ยางพาราสด,กลุ่มอุตสาหกรรมโรงเลื่อยและโรงอบไม้ยางพารา (Wood Processing : Para-wood),kg,0.0363,
7f600d89-8207-46e5-afd0-559c2c2dbf10,Category 1 การซื้อวัตถุดิบ และบริการ,กระดาษคราฟท์ ชนิดทำผิวกล่อง,กลุ่มเยื่อและกระดาษ,kg,1.6324,
b48b29e0-c70c-47e2-9958-d2e944a1a3ca,Category 1 การซื้อวัตถุดิบ และบริการ,กระดาษคราฟท์ ชนิดทำลอน,กลุ่มเยื่อและกระดาษ,kg,1.6184,
873440cc-2bd2-444b-a791-4fadade15121,Category 1 การซื้อวัตถุดิบ และบริการ,ผลปาล์มทะลายสด ค่าเฉลี่ยประเทศไทย,ปาล์มน้ำมัน,kg,0.0717,
8cb70b00-f452-44da-bbe1-4012530bca6d,Category 1 การซื้อวัตถุดิบ และบริการ,หญ้ากินนีอินทรีย์ หมักด้วยไซโล,กลุ่มอาหารสัตว์,kg,0.0031,
17f65ab0-67eb-40b7-bbf6-54d4802cafb9,Category 1 การซื้อวัตถุดิบ และบริการ,หญ้าเนเปียร์อินทรีย์ หมักด้วยถุงพลาสติก,กลุ่มอาหารสัตว์,kg,0.004,
78b437df-e471-40f2-8894-7ba86934aba2,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นไหม ย้อมสีธรรมชาติ,กลุ่มไหมหัตถกรรม (Sericulture),kg,71.8694,
98dc61d3-afce-4238-be7d-5c143d115a25,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นไหม ย้อมสีเคมี,กลุ่มไหมหัตถกรรม (Sericulture),kg,72.8443,
ae79326e-b173-4c5e-a4f5-37fe48505cb1,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นไหม ไม่ย้อมสี – ลอกกาวธรรมชาติ,กลุ่มไหมหัตถกรรม (Sericulture),kg,65.3251,
c9a1735d-2792-468f-b04f-270ae96698af,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นไหม ไม่ย้อมสี – ลอกกาวเคมี,กลุ่มไหมหัตถกรรม (Sericulture),kg,73.4216,
458160b8-45c1-4d89-8788-2f47bfb6a63c,Category 1 การซื้อวัตถุดิบ และบริการ,ใบหม่อนสด สำหรับผลิตชา ปลูกแบบมีระบบปฏิบัติทางการเกษตรที่ดีสำหรับหม่อนใบ (GAP),กลุ่มไหมหัตถกรรม (Sericulture),kg,0.5707,
a071e6d1-c9fc-4b8f-9458-38dd490573a7,Category 1 การซื้อวัตถุดิบ และบริการ,ใบหม่อนสด สำหรับเลี้ยงไหม ปลูกแบบมีระบบปฏิบัติทางการเกษตรที่ดีสำหรับหม่อนใบ (GAP),กลุ่มไหมหัตถกรรม (Sericulture),kg,0.5707,
d751eccb-5e9e-45ca-a91d-43d396b1ce7e,Category 1 การซื้อวัตถุดิบ และบริการ,ใบหม่อนสด สำหรับผลิตชา ปลูกแบบทั่วไป (Non-GAP),กลุ่มไหมหัตถกรรม (Sericulture),kg,0.2351,
d57f31e1-5228-4003-8717-8ab1ccaab594,Category 1 การซื้อวัตถุดิบ และบริการ,ใบหม่อนสด สำหรับเลี้ยงไหม ปลูกแบบทั่วไป (Non-GAP),กลุ่มไหมหัตถกรรม (Sericulture),kg,0.2382,
a1ad3927-5a02-44d5-bbdc-4398a3d0cc5f,Category 1 การซื้อวัตถุดิบ และบริการ,หม่อนผลสด ปลูกแบบมีระบบปฏิบัติทางการเกษตรที่ดีสำหรับหม่อนผลสด (GAP),กลุ่มไหมหัตถกรรม (Sericulture),kg,0.1976,
a3bfc70f-0bb8-4ff4-9022-d2f2fcfbb3f7,Category 1 การซื้อวัตถุดิบ และบริการ,หม่อนผลสด ปลูกแบบทั่วไป (Non-GAP),กลุ่มไหมหัตถกรรม (Sericulture),kg,0.4184,
4edaf0e9-e1cb-46dd-b445-c3177f2a44ef,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC,สิ่งทอ,kg,5.3651,
c822051d-1625-45f6-88f9-5b360df9531e,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าทอจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC,สิ่งทอ,kg,7.1974,
83b07de2-8b75-48c0-8f1a-9b2e20cdd46e,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC,สิ่งทอ,kg,10.163,
f9275be8-ae04-4905-b2a0-28740a6dc7a5,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC,สิ่งทอ,kg,4.528,
34971ddd-26b6-4bf3-bba2-c4db48eb4829,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC; จากกระบวนการฟอกย้อมและตกแต่งสำเร็จ,สิ่งทอ,kg,9.2033,
c628f5fb-e9ee-4aea-a1c7-c0e17ea2a383,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าทอจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ CVC; จากกระบวนการฟอกย้อมและตกแต่งสำเร็จ,สิ่งทอ,kg,11.7725,
6c80285d-29b8-48ab-848e-702060799dfe,Category 1 การซื้อวัตถุดิบ และบริการ,น้ำปราศจากไอออน ที่ผลิตโดยเทคโนโลยี Ion Exchange,กลุ่มน้ำประปาและน้ำอุตสาหกรรม (Tap water),m3,2.0432,
462adaf3-8ff1-427e-aa6e-9eb4f6f7fe35,Category 1 การซื้อวัตถุดิบ และบริการ,น้ำปราศจากไอออน ที่ผลิตโดยเทคโนโลยี Reverse Osmosis,กลุ่มน้ำประปาและน้ำอุตสาหกรรม (Tap water),m3,2.1555,
1ed06c2f-7958-42be-a367-979df0a9823b,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC,สิ่งทอ,kg,5.978,
750a633d-a17b-43a2-ae79-4159fd6763f9,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าทอจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC,สิ่งทอ,kg,9.0498,
715bbd45-8052-4b01-8fa2-8dd989ed11a8,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC,สิ่งทอ,kg,10.3192,
3ccf62df-735a-4734-9b7e-082955e31de2,Category 1 การซื้อวัตถุดิบ และบริการ,เส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC,สิ่งทอ,kg,5.5383,
43b58dae-98b9-4fd8-82f9-ecd20bfb7b59,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC; จากกระบวนการฟอกย้อมและตกแต่งสำเร็จ,สิ่งทอ,kg,9.4445,
e87c4bec-64b0-4f80-aae8-7595f0f0c8d1,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าทอจากเส้นด้ายฝ้ายผสมโพลีเอสเตอร์ แบบ TC; จากกระบวนการฟอกย้อมและตกแต่งสำเร็จ,สิ่งทอ,kg,15.4007,
25bf8d5b-dd66-482b-8ef2-482009b0ca6d,Category 1 การซื้อวัตถุดิบ และบริการ,หญ้ากินนีแห้งอินทรีย์ (ความชื้น 10%),กลุ่มอาหารสัตว์,kg,0.018,
4a7f1d06-0f5c-4b1b-9212-d6d792c21970,Category 1 การซื้อวัตถุดิบ และบริการ,มันสำปะหลัง (ปลูกแบบปลอดภัย; อินทรีย์),กลุ่มอาหารสัตว์,kg,0.053,
6ee88ebb-172f-49eb-99b0-6fee36b9bad6,Category 1 การซื้อวัตถุดิบ และบริการ,กระเทียม (อินทรีย์),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.1376,
3192b35b-47be-470f-96ff-bd511f10d9ac,Category 1 การซื้อวัตถุดิบ และบริการ,กะหล่ำปลี (อินทรีย์),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.3306,
f4b02a85-cba8-4021-af31-b4697cf143eb,Category 1 การซื้อวัตถุดิบ และบริการ,กาแฟสารอราบิก้า (ค่าเฉลี่ย),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,7.2511,
bd19b4f8-d65a-4bdd-8d5d-3ea7acab0887,Category 1 การซื้อวัตถุดิบ และบริการ,กาแฟสารอราบิก้า (ปลูกร่วม),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,7.7669,
e1f9e07d-c387-4c49-92bc-d9937e81dd36,Category 1 การซื้อวัตถุดิบ และบริการ,กาแฟสารอราบิก้า (ปลูกเชิงเดี่ยว),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,7.3396,
b39706d6-3107-4a11-9d7d-291f56ccd83d,Category 1 การซื้อวัตถุดิบ และบริการ,กาแฟอาราบิกา (อินทรีย์),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.9297,
484971ce-75d5-45b1-8222-c4e547ecf70c,Category 1 การซื้อวัตถุดิบ และบริการ,ชาอูหลง (สด),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,1.6167,
1042d151-41ef-403a-8a63-f70c71e3af5e,Category 1 การซื้อวัตถุดิบ และบริการ,ชาอูหลง (แห้ง),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,12.574,
08661202-70f4-4d0d-8697-a2b721c99124,Category 1 การซื้อวัตถุดิบ และบริการ,ถั่วแขก (อินทรีย์),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.1661,
fa9bea23-87ec-4989-bb15-0863be32678a,Category 1 การซื้อวัตถุดิบ และบริการ,ปลาดุก (เลี้ยงในบ่อดิน),กลุ่มปศุสัตว์,kg,3.9594,
c528f8e3-9620-4ffe-add4-880e2f2e490d,Category 1 การซื้อวัตถุดิบ และบริการ,ปลาทับทิม (เลี้ยงในบ่อดิน),กลุ่มปศุสัตว์,kg,0.5194,
3386f30b-e177-47a9-8e59-1f951bb40527,Category 1 การซื้อวัตถุดิบ และบริการ,ปลานิล (เลี้ยงในบ่อดิน),กลุ่มปศุสัตว์,kg,0.3678,
c958aba7-ab9f-4057-91e7-de630d4a8599,Category 1 การซื้อวัตถุดิบ และบริการ,ผลปาล์มทะลายสดภาคตะวันออก (สวนขนาดเล็ก),ปาล์มน้ำมัน,kg,0.0713,
4019238e-6fee-4146-9d4d-9ba1b56b07be,Category 1 การซื้อวัตถุดิบ และบริการ,ผลปาล์มทะลายสดภาคตะวันออก (สวนขนาดใหญ่),ปาล์มน้ำมัน,kg,0.0848,
ba2ad592-e74a-4c1a-a8df-2c643f13d7f5,Category 1 การซื้อวัตถุดิบ และบริการ,ผลปาล์มทะลายสดภาคใต้ตอนบน (สวนขนาดเล็ก),ปาล์มน้ำมัน,kg,0.061,
e36ab4e0-6de7-4f17-bd39-62d1b657638d,Category 1 การซื้อวัตถุดิบ และบริการ,ผลปาล์มทะลายสดภาคใต้ตอนบน (สวนขนาดใหญ่),ปาล์มน้ำมัน,kg,0.0626,
2237a928-8ecc-4cb8-9cc0-49c7e75de009,Category 1 การซื้อวัตถุดิบ และบริการ,ผลปาล์มทะลายสดภาคใต้ตอนล่างฝั่งตะวันตก (สวนขนาดเล็ก),ปาล์มน้ำมัน,kg,0.0729,
b574b3eb-5b94-4b9e-8c99-a6d80a81ced7,Category 1 การซื้อวัตถุดิบ และบริการ,ผลปาล์มทะลายสดภาคใต้ตอนล่างฝั่งตะวันตก (สวนขนาดใหญ่),ปาล์มน้ำมัน,kg,0.0841,
459b3ce2-a718-481a-93f5-06dd14de1d48,Category 1 การซื้อวัตถุดิบ และบริการ,ผลปาล์มทะลายสดภาคใต้ตอนล่างฝั่งตะวันออก (สวนขนาดเล็ก),ปาล์มน้ำมัน,kg,0.0808,
bd59ff10-ecf1-4292-93b0-37fa2bcdba6a,Category 1 การซื้อวัตถุดิบ และบริการ,ผลปาล์มทะลายสดภาคใต้ตอนล่างฝั่งตะวันออก (สวนขนาดใหญ่),ปาล์มน้ำมัน,kg,0.0738,
1b212008-67ab-4601-969c-a16ab1280245,Category 1 การซื้อวัตถุดิบ และบริการ,ผักกาดหัว (อินทรีย์),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.2673,
5562a786-31f5-433c-a89c-2f3e491fd30a,Category 1 การซื้อวัตถุดิบ และบริการ,ผักกาดเขียวกวางตุ้ง (อินทรีย์),กลุ่มผลิตภัณฑ์ทางการเกษตรและอาหาร,kg,0.2745,
9fcf9abb-3280-45a1-8ca0-b22fab87d17a,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักฝ้าย (เฉดสีกลาง),สิ่งทอ,kg,18.05,
86b71e50-c4c5-4ec8-8813-36c351ff4b9b,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักฝ้าย (เฉดสีอ่อน),สิ่งทอ,kg,16.39,
55db25f2-618a-424d-94d4-c3c7fb996131,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักฝ้าย (เฉดสีเข้ม),สิ่งทอ,kg,21,
8fd64c7e-6a7f-4b05-8340-0c564a882559,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักฝ้าย (เฉดสีเข้มมาก),สิ่งทอ,kg,24.02,
04e71497-3897-414e-a554-4d2d1c7b8aba,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักโพลิเอสเทอร์ (เฉดสีกลาง),สิ่งทอ,kg,11.21,
96ee8cbb-6893-4a1b-b6b2-8b855518e644,Category 1 การซื้อวัตถุดิบ และบริการ,ผ้าถักโพลิเอสเทอร์ (เฉดสีอ่อน),สิ่งทอ,kg,8.96,
